PT_CODE,UMLS_CUI,TERM,TTY
10004485,C0005138,"Berylliosis",LLT
10043391,C0005283,"Thalassaemia beta",LLT
10043391,C0005283,"Thalassaemia beta",PT
10056529,C0005416,"Biliary dyskinesia",PT
10056529,C0005416,"Biliary dyskinesia",LLT
10004665,C0005417,"Biliary fistula",PT
10004665,C0005417,"Biliary fistula",LLT
10061008,C0005424,"Biliary tract disorder",LLT
10061008,C0005424,"Biliary tract disorder",PT
10004668,C0005426,"Biliary neoplasm",LLT
10004668,C0005426,"Biliary neoplasm",PT
10061696,C0005427,"Biliary tract operation",LLT
10061696,C0005427,"Biliary tract operation",PT
10065265,C0005435,"Biliopancreatic bypass",LLT
10065265,C0005435,"Biliopancreatic bypass",PT
10004710,C0005443,"Bilirubinuria",PT
10004710,C0005443,"Bilirubinuria",LLT
10004720,C0005558,"Biopsy",LLT
10004720,C0005558,"Biopsy",PT
10057667,C0005586,"Bipolar disorder",PT
10057667,C0005586,"Bipolar disorder",LLT
10004954,C0005604,"Birth trauma",PT
10004954,C0005604,"Birth trauma",LLT
10004963,C0005639,"Bisexuality",PT
10004963,C0005639,"Bisexuality",LLT
10004966,C0005658,"Bite",LLT
10004966,C0005658,"Bite",PT
10020428,C0005660,"Human bite",PT
10020428,C0005660,"Human bite",LLT
10006987,C0005683,"Calculus bladder",LLT
10006987,C0005683,"Calculus bladder",PT
10005003,C0005684,"Bladder cancer",LLT
10005003,C0005684,"Bladder cancer",PT
10061011,C0005686,"Bladder disorder",LLT
10061011,C0005686,"Bladder disorder",PT
10049731,C0005687,"Bladder distension",LLT
10010453,C0005689,"Congenital ectopic bladder",PT
10010453,C0005689,"Congenital ectopic bladder",LLT
10047363,C0005690,"Vesical fistula",LLT
10047363,C0005690,"Vesical fistula",PT
10005053,C0005694,"Bladder neck obstruction",PT
10005053,C0005694,"Bladder neck obstruction",LLT
10005060,C0005694,"Bladder obstruction",LLT
10005060,C0005694,"Bladder obstruction",PT
10071445,C0005694,"Bladder outlet obstruction",PT
10071445,C0005694,"Bladder outlet obstruction",LLT
10005056,C0005695,"Bladder neoplasm",LLT
10005056,C0005695,"Bladder neoplasm",PT
10029279,C0005697,"Neurogenic bladder",PT
10029279,C0005697,"Neurogenic bladder",LLT
10053747,C0005699,"Blast cell crisis",LLT
10053747,C0005699,"Blast cell crisis",PT
10056379,C0005700,"Blast injury",PT
10056379,C0005700,"Blast injury",LLT
10005098,C0005716,"Blastomycosis",PT
10005098,C0005716,"Blastomycosis",LLT
10005136,C0005729,"Bleeding time",PT
10005136,C0005729,"Bleeding time",LLT
10005148,C0005741,"Blepharitis",PT
10005148,C0005741,"Blepharitis",LLT
10005152,C0005742,"Blepharochalasis",PT
10005152,C0005742,"Blepharochalasis",LLT
10005155,C0005744,"Blepharophimosis",PT
10005155,C0005744,"Blepharophimosis",LLT
10015995,C0005745,"Eyelid ptosis",LLT
10015995,C0005745,"Eyelid ptosis",PT
10005158,C0005746,"Blepharorrhaphy",PT
10005158,C0005746,"Blepharorrhaphy",LLT
10005159,C0005747,"Blepharospasm",PT
10005159,C0005747,"Blepharospasm",LLT
10041956,C0005750,"Stasis syndrome",LLT
10041956,C0005750,"Stasis syndrome",PT
10005176,C0005754,"Blindness congenital",LLT
10005176,C0005754,"Blindness congenital",PT
10005191,C0005758,"Blister",PT
10005191,C0005758,"Blister",LLT
10064196,C0005771,"Blood count",LLT
10009802,C0005779,"Coagulopathy",PT
10009802,C0005779,"Coagulopathy",LLT
10061653,C0005791,"Apheresis",LLT
10061653,C0005791,"Apheresis",PT
10005494,C0005795,"Blood donor",PT
10005494,C0005795,"Blood donor",LLT
10005537,C0005800,"Blood gases",LLT
10005537,C0005800,"Blood gases",PT
10078985,C0005806,"Blood type incompatibility",LLT
10078985,C0005806,"Blood type incompatibility",PT
10035532,C0005818,"Platelet disorder",LLT
10035532,C0005818,"Platelet disorder",PT
10005727,C0005823,"Blood pressure",LLT
10076581,C0005824,"Blood pressure measurement",LLT
10076581,C0005824,"Blood pressure measurement",PT
10005728,C0005826,"Blood pressure abnormal",LLT
10005728,C0005826,"Blood pressure abnormal",PT
10066152,C0005841,"Transfusion",LLT
10066152,C0005841,"Transfusion",PT
10005765,C0005841,"Blood product transfusion",LLT
10003845,C0005842,"Autotransfusion",PT
10003845,C0005842,"Autotransfusion",LLT
10005569,C0005844,"Blood grouping",PT
10005569,C0005844,"Blood grouping",LLT
10005845,C0005845,"Blood urea",PT
10005845,C0005845,"Blood urea",LLT
10060917,C0005850,"Volume blood",LLT
10060917,C0005850,"Volume blood",PT
10073032,C0005859,"Bloom syndrome",PT
10073032,C0005859,"Bloom syndrome",LLT
10052793,C0005887,"Body dysmorphic disorder",PT
10052793,C0005887,"Body dysmorphic disorder",LLT
10049096,C0005887,"Dysmorphophobia",LLT
10005891,C0005890,"Body height",PT
10005891,C0005890,"Body height",LLT
10005894,C0005893,"Body mass index",LLT
10005894,C0005893,"Body mass index",PT
10050311,C0005902,"Body surface area",PT
10050311,C0005902,"Body surface area",LLT
10004735,C0005933,"Biopsy bone",LLT
10004735,C0005933,"Biopsy bone",PT
10005952,C0005937,"Bone cyst",LLT
10005952,C0005937,"Bone cyst",PT
10005956,C0005940,"Bone disorder",LLT
10005956,C0005940,"Bone disorder",PT
10058972,C0005944,"Bone metabolism disorder",LLT
10058972,C0005944,"Bone metabolism disorder",PT
10004737,C0005954,"Biopsy bone marrow",LLT
10004737,C0005954,"Biopsy bone marrow",PT
10061729,C0005956,"Bone marrow disorder",LLT
10061729,C0005956,"Bone marrow disorder",PT
10026851,C0005959,"Marrow hyperplasia",LLT
10026851,C0005959,"Marrow hyperplasia",PT
10061730,C0005961,"Bone marrow transplant",LLT
10061730,C0005961,"Bone marrow transplant",PT
10005995,C0005967,"Bone neoplasm",LLT
10005995,C0005967,"Bone neoplasm",PT
10005971,C0005976,"Bone graft",PT
10005971,C0005976,"Bone graft",LLT
10006034,C0006012,"Borderline personality disorder",PT
10006034,C0006012,"Borderline personality disorder",LLT
10052307,C0006015,"Bordetella infection",LLT
10052307,C0006015,"Bordetella infection",PT
10048909,C0006019,"Boredom",PT
10048909,C0006019,"Boredom",LLT
10061591,C0006035,"Borrelia infection",LLT
10061591,C0006035,"Borrelia infection",PT
10006039,C0006042,"Bottle feeding",PT
10006039,C0006042,"Bottle feeding",LLT
10006041,C0006057,"Botulism",PT
10006041,C0006057,"Botulism",LLT
10006045,C0006060,"Boutonneuse fever",PT
10006045,C0006060,"Boutonneuse fever",LLT
10006059,C0006079,"Bowen's disease",PT
10006059,C0006079,"Bowen's disease",LLT
10006075,C0006091,"Brachial plexus lesion",LLT
10061018,C0006098,"Brachytherapy",LLT
10061018,C0006098,"Brachytherapy",PT
10006105,C0006105,"Brain abscess",LLT
10006105,C0006105,"Brain abscess",PT
10010254,C0006107,"Concussion",LLT
10010254,C0006107,"Concussion",PT
10049054,C0006110,"Brain death",LLT
10049054,C0006110,"Brain death",PT
10062190,C0006112,"Metabolic encephalopathy",LLT
10062190,C0006112,"Metabolic encephalopathy",PT
10061019,C0006118,"Brain neoplasm",LLT
10061019,C0006118,"Brain neoplasm",PT
10006164,C0006131,"Branchial cyst",PT
10006164,C0006131,"Branchial cyst",LLT
10006160,C0006131,"Branchial cleft cyst",LLT
10006187,C0006142,"Breast cancer",LLT
10006187,C0006142,"Breast cancer",PT
10006220,C0006144,"Breast cyst",LLT
10006220,C0006144,"Breast cyst",PT
10061021,C0006145,"Breast disorder",LLT
10061021,C0006145,"Breast disorder",PT
10006247,C0006147,"Breast feeding",LLT
10006247,C0006147,"Breast feeding",PT
10006312,C0006152,"Breast swelling",LLT
10006312,C0006152,"Breast swelling",PT
10006356,C0006157,"Breech presentation",PT
10006356,C0006157,"Breech presentation",LLT
10073258,C0006160,"Brenner tumour",LLT
10073258,C0006160,"Brenner tumour",PT
10038017,C0006181,"Recrudescent typhus",PT
10038017,C0006181,"Recrudescent typhus",LLT
10006404,C0006234,"Bromoderma",PT
10006404,C0006234,"Bromoderma",LLT
10064913,C0006261,"Bronchial disorder",LLT
10064913,C0006261,"Bronchial disorder",PT
10006437,C0006262,"Bronchial fistula",PT
10006437,C0006262,"Bronchial fistula",LLT
10052245,C0006264,"Bronchial neoplasm",LLT
10052245,C0006264,"Bronchial neoplasm",PT
10006482,C0006266,"Bronchospasm",LLT
10006482,C0006266,"Bronchospasm",PT
10006445,C0006267,"Bronchiectasis",LLT
10006445,C0006267,"Bronchiectasis",PT
10006448,C0006271,"Bronchiolitis",PT
10006448,C0006271,"Bronchiolitis",LLT
10029888,C0006272,"Obliterative bronchiolitis",PT
10029888,C0006272,"Obliterative bronchiolitis",LLT
10006451,C0006277,"Bronchitis",LLT
10006451,C0006277,"Bronchitis",PT
10064585,C0006281,"Bronchogenic cyst",LLT
10064585,C0006281,"Bronchogenic cyst",PT
10063064,C0006281,"Bronchial cyst",LLT
10006465,C0006282,"Bronchogram",LLT
10006465,C0006282,"Bronchogram",PT
10006469,C0006285,"Bronchopneumonia",LLT
10006475,C0006287,"Bronchopulmonary dysplasia",PT
10006475,C0006287,"Bronchopulmonary dysplasia",LLT
10059160,C0006288,"Pulmonary sequestration",LLT
10059160,C0006288,"Pulmonary sequestration",PT
10006479,C0006290,"Bronchoscopy",PT
10006479,C0006290,"Bronchoscopy",LLT
10006500,C0006309,"Brucellosis",PT
10006500,C0006309,"Brucellosis",LLT
10006514,C0006325,"Bruxism",PT
10006514,C0006325,"Bruxism",LLT
10006578,C0006384,"Bundle branch block",LLT
10006578,C0006384,"Bundle branch block",PT
10006585,C0006386,"Bunion",LLT
10006595,C0006413,"Burkitt's lymphoma",LLT
10006595,C0006413,"Burkitt's lymphoma",PT
10006712,C0006420,"Burn of internal organs",PT
10006712,C0006420,"Burn of internal organs",LLT
10068065,C0006430,"Burning mouth syndrome",PT
10068065,C0006430,"Burning mouth syndrome",LLT
10050820,C0006430,"Oral dysaesthesia",LLT
10050820,C0006430,"Oral dysaesthesia",PT
10008420,C0006435,"Chemical burn",PT
10008420,C0006435,"Chemical burn",LLT
10069808,C0006436,"Electrical burn",PT
10069808,C0006436,"Electrical burn",LLT
10006811,C0006444,"Bursitis",PT
10006811,C0006444,"Bursitis",LLT
10006822,C0006542,"Byssinosis",PT
10006822,C0006542,"Byssinosis",LLT
10006895,C0006625,"Cachexia",PT
10006895,C0006625,"Cachexia",LLT
10006938,C0006663,"Calcinosis",PT
10006938,C0006663,"Calcinosis",LLT
10074496,C0006664,"Cutaneous calcification",PT
10074496,C0006664,"Cutaneous calcification",LLT
10051714,C0006666,"Calciphylaxis",PT
10051714,C0006666,"Calciphylaxis",LLT
10006974,C0006705,"Calcium metabolism disorder",PT
10006974,C0006705,"Calcium metabolism disorder",LLT
10051226,C0006818,"Campylobacter infection",LLT
10051226,C0006818,"Campylobacter infection",PT
10028997,C0006826,"Neoplasm malignant",LLT
10028997,C0006826,"Neoplasm malignant",PT
10007152,C0006840,"Candidiasis",LLT
10074170,C0006840,"Candida infection",PT
10074170,C0006840,"Candida infection",LLT
10054152,C0006846,"Skin candida",LLT
10054152,C0006846,"Skin candida",PT
10028080,C0006848,"Mucocutaneous candidiasis",PT
10028080,C0006848,"Mucocutaneous candidiasis",LLT
10030963,C0006849,"Oral candidiasis",PT
10030963,C0006849,"Oral candidiasis",LLT
10046898,C0006852,"Vaginal candidiasis",LLT
10068406,C0006902,"Capillaritis",PT
10068406,C0006902,"Capillaritis",LLT
10007191,C0006905,"Capillary fragility",PT
10007191,C0006905,"Capillary fragility",LLT
10007198,C0006906,"Capillary permeability",PT
10007198,C0006906,"Capillary permeability",LLT
10065917,C0006915,"Caplan's syndrome",LLT
10065917,C0006915,"Caplan's syndrome",PT
10007238,C0007020,"Carbon monoxide poisoning",PT
10007238,C0007020,"Carbon monoxide poisoning",LLT
10007247,C0007078,"Carbuncle",PT
10007247,C0007078,"Carbuncle",LLT
10069010,C0007093,"Carcinoid heart disease",PT
10069010,C0007093,"Carcinoid heart disease",LLT
10007275,C0007095,"Carcinoid tumour",LLT
10007275,C0007095,"Carcinoid tumour",PT
10007284,C0007097,"Carcinoma",LLT
10061450,C0007099,"Carcinoma in situ",LLT
10061450,C0007099,"Carcinoma in situ",PT
10009944,C0007102,"Colon cancer",LLT
10009944,C0007102,"Colon cancer",PT
10023825,C0007107,"Laryngeal cancer",LLT
10023825,C0007107,"Laryngeal cancer",PT
10038038,C0007113,"Rectal cancer",LLT
10038038,C0007113,"Rectal cancer",PT
10040808,C0007114,"Skin cancer",LLT
10040808,C0007114,"Skin cancer",PT
10066474,C0007115,"Thyroid cancer",PT
10066474,C0007115,"Thyroid cancer",LLT
10043738,C0007115,"Thyroid gland cancer",LLT
10004178,C0007118,"Basosquamous carcinoma",LLT
10004178,C0007118,"Basosquamous carcinoma",PT
10004179,C0007118,"Basosquamous carcinoma of skin",LLT
10004179,C0007118,"Basosquamous carcinoma of skin",PT
10058354,C0007120,"Bronchioloalveolar carcinoma",LLT
10058354,C0007120,"Bronchioloalveolar carcinoma",PT
10006417,C0007121,"Bronchial carcinoma",PT
10006417,C0007121,"Bronchial carcinoma",LLT
10029266,C0007129,"Neuroendocrine carcinoma of the skin",LLT
10029266,C0007129,"Neuroendocrine carcinoma of the skin",PT
10061873,C0007131,"Non-small cell lung cancer",LLT
10061873,C0007131,"Non-small cell lung cancer",PT
10067946,C0007134,"Renal cell carcinoma",PT
10067946,C0007134,"Renal cell carcinoma",LLT
10038415,C0007134,"Renal cell carcinoma stage unspecified",LLT
10041823,C0007137,"Squamous cell carcinoma",PT
10041823,C0007137,"Squamous cell carcinoma",LLT
10044412,C0007138,"Transitional cell carcinoma",PT
10044412,C0007138,"Transitional cell carcinoma",LLT
10007594,C0007165,"Cardiac output",PT
10007594,C0007165,"Cardiac output",LLT
10007595,C0007166,"Cardiac output decreased",LLT
10007595,C0007166,"Cardiac output decreased",PT
10007610,C0007177,"Cardiac tamponade",PT
10007610,C0007177,"Cardiac tamponade",LLT
10007637,C0007192,"Cardiomyopathy alcoholic",LLT
10007637,C0007192,"Cardiomyopathy alcoholic",PT
10056370,C0007193,"Congestive cardiomyopathy",LLT
10020871,C0007194,"Hypertrophic cardiomyopathy",PT
10020871,C0007194,"Hypertrophic cardiomyopathy",LLT
10038748,C0007196,"Restrictive cardiomyopathy",PT
10038748,C0007196,"Restrictive cardiomyopathy",LLT
10066123,C0007202,"Cardiopulmonary bypass",PT
10066123,C0007202,"Cardiopulmonary bypass",LLT
10007649,C0007222,"Cardiovascular disorder",LLT
10007649,C0007222,"Cardiovascular disorder",PT
10061744,C0007273,"Carotid artery disease",LLT
10061744,C0007273,"Carotid artery disease",PT
10007688,C0007274,"Carotid artery thrombosis",PT
10007688,C0007274,"Carotid artery thrombosis",LLT
10007690,C0007279,"Carotid body tumour",LLT
10048777,C0007280,"Carotid bruit",PT
10048777,C0007280,"Carotid bruit",LLT
10007687,C0007282,"Carotid artery stenosis",PT
10007687,C0007282,"Carotid artery stenosis",LLT
10007697,C0007286,"Carpal tunnel syndrome",PT
10007697,C0007286,"Carpal tunnel syndrome",LLT
10061762,C0007302,"Chondropathy",LLT
10061762,C0007302,"Chondropathy",PT
10049628,C0007347,"Bilateral orchidectomy",PT
10049628,C0007347,"Bilateral orchidectomy",LLT
10007729,C0007361,"Cat scratch disease",PT
10007729,C0007361,"Cat scratch disease",LLT
10007737,C0007384,"Cataplexy",PT
10007737,C0007384,"Cataplexy",LLT
10007776,C0007398,"Catatonia",PT
10007776,C0007398,"Catatonia",LLT
10003148,C0007431,"Arterial catheterisation",LLT
10003148,C0007431,"Arterial catheterisation",PT
10053377,C0007435,"Central venous catheterisation",LLT
10053377,C0007435,"Central venous catheterisation",PT
10009839,C0007570,"Coeliac disease",PT
10009839,C0007570,"Coeliac disease",LLT
10057248,C0007587,"Cell death",LLT
10057248,C0007587,"Cell death",PT
10007882,C0007642,"Cellulitis",PT
10007882,C0007642,"Cellulitis",LLT
10062564,C0007659,"Cementoblastoma",LLT
10062564,C0007659,"Cementoblastoma",PT
10061036,C0007684,"Central nervous system infection",LLT
10061036,C0007684,"Central nervous system infection",PT
10008014,C0007722,"Cephalhaematoma",PT
10008014,C0007722,"Cephalhaematoma",LLT
10008025,C0007758,"Cerebellar ataxia",PT
10008025,C0007758,"Cerebellar ataxia",LLT
10008072,C0007760,"Cerebellar syndrome",PT
10008072,C0007760,"Cerebellar syndrome",LLT
10061750,C0007762,"Cerebellar tumour",LLT
10061750,C0007762,"Cerebellar tumour",PT
10022758,C0007766,"Intracranial aneurysm",LLT
10022758,C0007766,"Intracranial aneurysm",PT
10008087,C0007773,"Cerebral arteritis",PT
10008087,C0007773,"Cerebral arteritis",LLT
10008095,C0007775,"Cerebral atherosclerosis",LLT
10008088,C0007780,"Cerebral artery embolism",LLT
10008088,C0007780,"Cerebral artery embolism",PT
10008118,C0007785,"Cerebral infarction",PT
10008118,C0007785,"Cerebral infarction",LLT
10044390,C0007787,"Transient ischaemic attack",PT
10044390,C0007787,"Transient ischaemic attack",LLT
10008129,C0007789,"Cerebral palsy",PT
10008129,C0007789,"Cerebral palsy",LLT
10071508,C0007794,"Cerebral revascularisation",LLT
10071508,C0007794,"Cerebral revascularisation",PT
10049020,C0007795,"Encephalitis periaxialis diffusa",PT
10049020,C0007795,"Encephalitis periaxialis diffusa",LLT
10061799,C0007812,"CSF shunt operation",LLT
10061799,C0007812,"CSF shunt operation",PT
10062839,C0007815,"Cerebrospinal fluid rhinorrhoea",LLT
10008196,C0007820,"Cerebrovascular disorder",LLT
10008196,C0007820,"Cerebrovascular disorder",PT
10056738,C0007851,"Uterine cervical laceration",LLT
10056738,C0007851,"Uterine cervical laceration",PT
10008297,C0007855,"Cervical polyp",PT
10008297,C0007855,"Cervical polyp",LLT
10028836,C0007859,"Neck pain",PT
10028836,C0007859,"Neck pain",LLT
10008323,C0007860,"Cervicitis",LLT
10008323,C0007860,"Cervicitis",PT
10068402,C0007860,"Cervix inflammation",LLT
10068402,C0007860,"Cervix inflammation",PT
10068106,C0007863,"Occipital neuralgia",PT
10068106,C0007863,"Occipital neuralgia",LLT
10008351,C0007867,"Cervix disorder",LLT
10008351,C0007867,"Cervix disorder",PT
10008263,C0007868,"Cervical dysplasia",PT
10008263,C0007868,"Cervical dysplasia",LLT
10008264,C0007869,"Uterine cervical erosion",LLT
10046772,C0007870,"Uterine cervix hypertrophy",LLT
10008267,C0007871,"Cervical incompetence",PT
10008267,C0007871,"Cervical incompetence",LLT
10008354,C0007873,"Cervix neoplasm",LLT
10008354,C0007873,"Cervix neoplasm",PT
10006924,C0007876,"Caesarean section",PT
10006924,C0007876,"Caesarean section",LLT
10061039,C0007894,"Cestode infection",LLT
10061039,C0007894,"Cestode infection",PT
10080484,C0007930,"Chagas' cardiomyopathy",LLT
10080484,C0007930,"Chagas' cardiomyopathy",PT
10008388,C0007933,"Chalazion",PT
10008388,C0007933,"Chalazion",LLT
10034699,C0007959,"Peroneal muscular atrophy",LLT
10008417,C0007971,"Cheilitis",PT
10008417,C0007971,"Cheilitis",LLT
10052922,C0007975,"Chelation therapy",LLT
10052922,C0007975,"Chelation therapy",PT
10064840,C0007979,"Chemical peel of skin",PT
10064840,C0007979,"Chemical peel of skin",LLT
10070535,C0008029,"Fibrous dysplasia of jaw",PT
10070535,C0008029,"Fibrous dysplasia of jaw",LLT
10008479,C0008031,"Chest pain",PT
10008479,C0008031,"Chest pain",LLT
10035623,C0008033,"Pleuritic pain",PT
10035623,C0008033,"Pleuritic pain",LLT
10008496,C0008035,"Chest wall pain",LLT
10008501,C0008039,"Cheyne-Stokes respiration",PT
10008501,C0008039,"Cheyne-Stokes respiration",LLT
10046980,C0008049,"Varicella",PT
10046980,C0008049,"Varicella",LLT
10067256,C0008055,"Chikungunya virus infection",LLT
10067256,C0008055,"Chikungunya virus infection",PT
10008528,C0008058,"Chillblains",LLT
10008528,C0008058,"Chillblains",PT
10008509,C0008060,"Child abuse",PT
10008509,C0008060,"Child abuse",LLT
10008513,C0008060,"Child maltreatment syndrome",LLT
10008513,C0008060,"Child maltreatment syndrome",PT
10061041,C0008149,"Chlamydial infection",LLT
10061041,C0008149,"Chlamydial infection",PT
10008587,C0008297,"Choanal atresia",PT
10008587,C0008297,"Choanal atresia",LLT
10076420,C0008298,"Nasopharyngeal polyp",PT
10076420,C0008298,"Nasopharyngeal polyp",LLT
10008589,C0008301,"Choking",PT
10008589,C0008301,"Choking",LLT
10008598,C0008307,"Cholangiogram",PT
10008598,C0008307,"Cholangiogram",LLT
10008602,C0008308,"Cholangiolitis",PT
10008602,C0008308,"Cholangiolitis",LLT
10008592,C0008309,"Cholangioadenoma",PT
10008592,C0008309,"Cholangioadenoma",LLT
10014802,C0008310,"Endoscopic retrograde cholangiopancreatography",PT
10014802,C0008310,"Endoscopic retrograde cholangiopancreatography",LLT
10008604,C0008311,"Cholangitis",LLT
10008604,C0008311,"Cholangitis",PT
10080429,C0008312,"Primary biliary cholangitis",LLT
10080429,C0008312,"Primary biliary cholangitis",PT
10004661,C0008312,"Biliary cirrhosis primary",LLT
